Disease Name,TreeNumber
Liddle Syndrome,C12.050.351.968.419.815.683
Liddle Syndrome,C12.200.777.419.815.683
Liddle Syndrome,C12.950.419.815.683
Liddle Syndrome,C16.320.831.698
Euglenozoa Infections,C01.610.752.300
Vasoplegia,C14.907.946
Vasoplegia,C23.550.767.962
Anterior Wall Myocardial Infarction,C14.280.647.500.093
Anterior Wall Myocardial Infarction,C14.907.585.500.093
Anterior Wall Myocardial Infarction,C23.550.513.355.750.093
Anterior Wall Myocardial Infarction,C23.550.717.489.750.093
Inferior Wall Myocardial Infarction,C14.280.647.500.187
Inferior Wall Myocardial Infarction,C14.907.585.500.187
Inferior Wall Myocardial Infarction,C23.550.513.355.750.187
Inferior Wall Myocardial Infarction,C23.550.717.489.750.187
Laryngopharyngeal Reflux,C06.405.117.119.500.484.500
Laryngopharyngeal Reflux,C08.360.577
Thrombotic Microangiopathies,C15.378.140.855.925
Thrombotic Microangiopathies,C15.378.243.937.925
Low Tension Glaucoma,C11.525.381.703
Low Tension Glaucoma,C11.640.225
Periprosthetic Fractures,C26.404.550
Intra-Articular Fractures,C26.404.505
Tooth Wear,C07.793.818
Anetoderma,C17.300.116
Anetoderma,C17.800.804.108
Eccrine Porocarcinoma,C04.557.470.200.025.500
Poroma,C04.557.470.035.175.588
Poroma,C04.557.470.550.175.588
Geographic Atrophy,C11.768.585.439.122
Shellfish Poisoning,C25.723.415.792
Corneal Wavefront Aberration,C11.204.431
Corneal Wavefront Aberration,C11.744.345
Corneal Perforation,C10.900.300.284.250.124.500
Corneal Perforation,C11.204.284.500
Corneal Perforation,C11.297.374.500
Corneal Perforation,C26.915.300.425.250.124.500
Iridocorneal Endothelial Syndrome,C11.204.497
Iridocorneal Endothelial Syndrome,C11.941.375.322
Leber Congenital Amaurosis,C11.270.516
Leber Congenital Amaurosis,C11.768.364
Wet Macular Degeneration,C11.768.585.439.622
Proteostasis Deficiencies,C18.452.845
Frontotemporal Lobar Degeneration,C10.228.140.380.266
Frontotemporal Lobar Degeneration,C10.574.950.300
Frontotemporal Lobar Degeneration,C18.452.845.800.300
TDP-43 Proteinopathies,C10.574.950
TDP-43 Proteinopathies,C18.452.845.800
Primary Progressive Nonfluent Aphasia,C10.228.140.380.132.600
Primary Progressive Nonfluent Aphasia,C10.228.140.380.266.600
Primary Progressive Nonfluent Aphasia,C10.574.950.300.600
Primary Progressive Nonfluent Aphasia,C10.597.606.150.500.800.100.155.600
Primary Progressive Nonfluent Aphasia,C18.452.845.800.300.600
Primary Progressive Nonfluent Aphasia,C23.888.592.604.150.500.800.100.155.600
Frontotemporal Dementia,C10.228.140.380.266.299
Frontotemporal Dementia,C10.574.950.300.299
Frontotemporal Dementia,C18.452.845.800.300.299
Conducted Energy Weapon Injuries,C26.324.436
Eosinophilic Esophagitis,C06.405.117.620.209
Eosinophilic Esophagitis,C06.405.205.663.209
Eosinophilic Esophagitis,C15.378.553.231.341
Eosinophilic Esophagitis,C20.543.480.356
Kashin-Beck Disease,C05.116.099.708.534
"Brief, Resolved, Unexplained Event",C08.618.846.600
"Brief, Resolved, Unexplained Event",C23.888.248.500
"Brief, Resolved, Unexplained Event",C23.888.852.700
Hyaline Fibromatosis Syndrome,C16.320.850.368
Hyaline Fibromatosis Syndrome,C17.800.827.384
Vascular System Injuries,C14.907.937
Vascular System Injuries,C26.940
Post-Exercise Hypotension,C10.177.575.600.537
Post-Exercise Hypotension,C14.907.514.611
Mirizzi Syndrome,C06.130.120.135.812
Vitelliform Macular Dystrophy,C11.768.585.439.433
Vitelliform Macular Dystrophy,C16.320.290.763
Lemierre Syndrome,C01.150.252.400.388.350.700
Lemierre Syndrome,C07.550.174
Lemierre Syndrome,C09.775.262
Lemierre Syndrome,C14.907.355.830.925.770.500
Lemierre Syndrome,C14.907.617.718.788.500
Lemierre Syndrome,C14.907.940.740.910.500
"Posterior Capsular Rupture, Ocular",C11.297.500
Endoleak,C14.907.055.501
Endoleak,C23.550.414.941.500
Endoleak,C23.550.767.850.500
Anastomotic Leak,C23.550.767.071
Peri-Implantitis,C07.465.714.282
Triploidy,C23.550.210.702.500
Overbite,C07.793.494.630.500
Tetraploidy,C23.550.210.702.249
Striae Distensae,C23.888.885.800
Implant Capsular Contracture,C23.550.470.251.500
Implant Capsular Contracture,C23.550.767.865.500
Femoracetabular Impingement,C05.550.384
Femoracetabular Impingement,C23.550.347
"Anterior Capsular Rupture, Ocular",C11.297.249
Dent Disease,C12.050.351.968.419.815.364
Dent Disease,C12.200.777.419.815.364
Dent Disease,C12.950.419.815.364
Dent Disease,C16.320.322.100
Dent Disease,C16.320.831.271
Diabetic Cardiomyopathies,C14.280.238.235
Diabetic Cardiomyopathies,C19.246.099.625
Digital Dermatitis,C01.150.252.819.180
Digital Dermatitis,C01.800.720.180
Digital Dermatitis,C17.800.838.765.180
Digital Dermatitis,C22.214
Neglected Diseases,C23.550.291.890
Asymptomatic Diseases,C23.550.291.187
Sarcoglycanopathies,C05.651.534.500.280.500
Sarcoglycanopathies,C08.618.923
Sarcoglycanopathies,C10.668.491.175.500.149.500
Sarcoglycanopathies,C14.280.238.812
Sarcoglycanopathies,C16.320.577.280.500
22q11 Deletion Syndrome,C05.660.207.103
22q11 Deletion Syndrome,C14.240.400.021
22q11 Deletion Syndrome,C14.280.400.044
22q11 Deletion Syndrome,C15.604.451.249
22q11 Deletion Syndrome,C16.131.077.019
22q11 Deletion Syndrome,C16.131.240.400.021
22q11 Deletion Syndrome,C16.131.260.019
22q11 Deletion Syndrome,C16.131.482.249
22q11 Deletion Syndrome,C16.131.621.207.103
22q11 Deletion Syndrome,C16.320.180.019
22q11 Deletion Syndrome,C19.642.482.500
Acute Kidney Injury,C12.050.351.968.419.780.050
Acute Kidney Injury,C12.200.777.419.780.050
Acute Kidney Injury,C12.950.419.780.050
"Plaque, Amyloid",C23.300.821
"Plaque, Atherosclerotic",C23.300.823
Prehypertension,C14.907.653
Loose Anagen Hair Syndrome,C17.800.329.937.122.348
Loose Anagen Hair Syndrome,C23.300.035.500
Birt-Hogg-Dube Syndrome,C04.700.212
Birt-Hogg-Dube Syndrome,C16.320.700.212
Necrobiotic Xanthogranuloma,C15.604.515.292.507
Necrobiotic Xanthogranuloma,C17.300.200.495.772
Necrobiotic Xanthogranuloma,C17.800.550.772
Necrobiotic Xanthogranuloma,C18.452.584.750.487
Necrobiotic Xanthogranuloma,C23.550.382.984
Flea Infestations,C01.610.858.211.250
Tungiasis,C01.610.858.211.250.800
Sister Mary Joseph's Nodule,C04.588.033.740
Asymptomatic Infections,C01.125
Asymptomatic Infections,C23.550.291.187.500
"Candidiasis, Invasive",C01.150.703.160.175
"Candidiasis, Invasive",C01.150.703.492.500
Candidemia,C01.150.703.160.175.500
Candidemia,C01.150.703.492.500.500
Candidemia,C01.757.360.150
Candidemia,C23.550.470.790.500.360.150
Desmoplastic Small Round Cell Tumor,C04.557.450.795.315
Neointima,C23.550.722
Gnathostomiasis,C01.610.335.508.700.750.380
Hypertensive Retinopathy,C11.768.346
Hypertensive Retinopathy,C14.907.489.815
Capsule Opacification,C11.510.245.500
Eye Pain,C11.300.500
Eye Pain,C23.888.307.625
Eye Pain,C23.888.592.612.316
Retinal Telangiectasis,C11.768.748
Retinal Telangiectasis,C14.907.823.502
Trichiasis,C11.338.912
"46, XX Disorders of Sex Development",C12.050.351.875.253.064
"46, XX Disorders of Sex Development",C12.200.706.316.064
"46, XX Disorders of Sex Development",C12.800.316.064
"46, XX Disorders of Sex Development",C16.131.939.316.064
"46, XX Disorders of Sex Development",C19.391.119.064
"Disorder of Sex Development, 46,XY",C12.050.351.875.253.096
"Disorder of Sex Development, 46,XY",C12.200.706.316.096
"Disorder of Sex Development, 46,XY",C12.800.316.096
"Disorder of Sex Development, 46,XY",C16.131.939.316.096
"Disorder of Sex Development, 46,XY",C19.391.119.096
Walker-Warburg Syndrome,C10.500.507.450.499.249.500
Walker-Warburg Syndrome,C11.270.881
Walker-Warburg Syndrome,C16.131.666.507.450.499.249.500
Walker-Warburg Syndrome,C16.320.577.750
Sotos Syndrome,C16.131.077.889
Sotos Syndrome,C16.131.260.905
Sotos Syndrome,C16.320.180.905
Smith-Magenis Syndrome,C10.281.900
Smith-Magenis Syndrome,C16.131.077.879
Smith-Magenis Syndrome,C16.131.260.887
Smith-Magenis Syndrome,C16.320.180.887
Fraser Syndrome,C05.116.099.370.894.819.428
Fraser Syndrome,C05.660.585.800.428
Fraser Syndrome,C05.660.906.819.428
Fraser Syndrome,C11.250.390
Fraser Syndrome,C12.050.351.875.397
Fraser Syndrome,C12.200.706.410
Fraser Syndrome,C12.800.410
Fraser Syndrome,C16.131.077.371
Fraser Syndrome,C16.131.384.442
Fraser Syndrome,C16.131.621.585.800.428
Fraser Syndrome,C16.131.621.906.819.428
Fraser Syndrome,C16.131.939.410
Retinal Dystrophies,C11.768.585.658
Pentalogy of Cantrell,C10.500.680.705
Pentalogy of Cantrell,C16.131.077.696
Pentalogy of Cantrell,C16.131.666.680.705
Enteropathy-Associated T-Cell Lymphoma,C04.557.386.480.750.099
Enteropathy-Associated T-Cell Lymphoma,C15.604.515.569.480.750.399
Enteropathy-Associated T-Cell Lymphoma,C20.683.515.761.480.750.199
Single Umbilical Artery,C14.240.850.976
Single Umbilical Artery,C16.131.240.850.952
"46, XX Testicular Disorders of Sex Development",C12.050.351.875.253.064.124
"46, XX Testicular Disorders of Sex Development",C12.200.706.316.064.124
"46, XX Testicular Disorders of Sex Development",C12.800.316.064.124
"46, XX Testicular Disorders of Sex Development",C16.131.939.316.064.124
"46, XX Testicular Disorders of Sex Development",C19.391.119.064.124
Sex Chromosome Disorders of Sex Development,C12.050.351.875.253.795
Sex Chromosome Disorders of Sex Development,C12.200.706.316.795
Sex Chromosome Disorders of Sex Development,C12.800.316.795
Sex Chromosome Disorders of Sex Development,C16.131.260.830.835
Sex Chromosome Disorders of Sex Development,C16.131.939.316.795
Sex Chromosome Disorders of Sex Development,C16.320.180.830.835
Sex Chromosome Disorders of Sex Development,C19.391.119.795
Echogenic Bowel,C12.050.703.277.050
Echogenic Bowel,C16.300.050
Pyelectasis,C12.050.703.277.838
Pyelectasis,C16.131.939.831
Pyelectasis,C16.300.895
Aicardi Syndrome,C10.500.034.687
Aicardi Syndrome,C11.270.019
Aicardi Syndrome,C16.131.162
Aicardi Syndrome,C16.131.666.034.687
Aicardi Syndrome,C16.320.290.019
Aicardi Syndrome,C16.320.322.030
Inhalant Abuse,C25.775.467
Cerebral Ventriculitis,C01.207.245.169
Cerebral Ventriculitis,C10.228.140.430.249
Cerebral Ventriculitis,C10.228.228.245.169
Cerebral Ventriculitis,C10.586.250.249
Sacroiliitis,C05.550.114.854
Necrolytic Migratory Erythema,C17.800.551
Necrolytic Migratory Erythema,C23.888.885.468
Accessory Atrioventricular Bundle,C23.300.190
Composite Lymphoma,C04.557.386.150
Composite Lymphoma,C04.557.435.295
Composite Lymphoma,C15.604.515.569.150
Composite Lymphoma,C20.683.515.761.150
End Stage Liver Disease,C06.552.308.500.177
Megalencephaly,C05.660.207.536
Megalencephaly,C10.500.507.400.249
Megalencephaly,C16.131.621.207.532
Megalencephaly,C16.131.666.507.400.249
Pycnodysostosis,C05.116.099.708.779
Pycnodysostosis,C16.320.565.595.800
Pycnodysostosis,C16.320.812
Pycnodysostosis,C18.452.648.595.800
Tetrasomy,C23.550.210.050.625
Tetrasomy,C23.550.210.182.249
Chromosome Duplication,C23.550.210.182
Coronary-Subclavian Steal Syndrome,C14.280.647.250.647
Coronary-Subclavian Steal Syndrome,C14.907.585.250.647
Coronary-Subclavian Steal Syndrome,C23.550.767.115
Out-of-Hospital Cardiac Arrest,C14.280.383.610
Peripheral Arterial Disease,C14.907.137.126.307.500
Peripheral Arterial Disease,C14.907.617.671
Exsanguination,C23.550.414.734
Intrauterine Device Migration,C26.392.500.500
Aberrant Crypt Foci,C04.834.020
Iliotibial Band Syndrome,C26.558.554.425
Iliotibial Band Syndrome,C26.844.150.425
CHARGE Syndrome,C09.218.458.341.186.500.250
CHARGE Syndrome,C10.597.751.418.341.186.500.250
CHARGE Syndrome,C10.597.751.941.162.625.250
CHARGE Syndrome,C11.270.147.500
CHARGE Syndrome,C11.966.075.375.250
CHARGE Syndrome,C16.131.077.299.250
CHARGE Syndrome,C16.320.165
CHARGE Syndrome,C23.888.592.763.393.341.186.500.500
CHARGE Syndrome,C23.888.592.763.941.162.625.500
Osteoporotic Fractures,C26.404.545
Granulomatous Mastitis,C12.050.703.844.603.400
Granulomatous Mastitis,C17.800.090.968.400
Inflammatory Breast Neoplasms,C04.588.180.576
Inflammatory Breast Neoplasms,C17.800.090.500.576
Medial Tibial Stress Syndrome,C05.651.426
Medial Tibial Stress Syndrome,C10.668.491.087
Medial Tibial Stress Syndrome,C26.558.705
Intraoperative Awareness,C23.550.505.400
Pythiosis,C01.610.701.844
Pythiosis,C22.761
Plagiocephaly,C05.660.207.707
Plagiocephaly,C16.131.621.207.707
Nociceptive Pain,C23.888.592.612.720
Renal Nutcracker Syndrome,C12.050.351.968.419.787
Renal Nutcracker Syndrome,C12.200.777.419.787
Renal Nutcracker Syndrome,C12.950.419.787
Transient Tachypnea of the Newborn,C08.381.840.500.737
Transient Tachypnea of the Newborn,C08.618.840.500.737
Transient Tachypnea of the Newborn,C08.618.961.500
Transient Tachypnea of the Newborn,C16.614.521.563.737
Transient Tachypnea of the Newborn,C23.888.852.944.500
Tachypnea,C08.618.961
Tachypnea,C23.888.852.944
Otomycosis,C01.150.703.658
Otomycosis,C09.218.736
Visceral Pain,C23.888.592.612.720.500
Bisphosphonate-Associated Osteonecrosis of the Jaw,C05.116.852.087
Bisphosphonate-Associated Osteonecrosis of the Jaw,C05.500.086
Bisphosphonate-Associated Osteonecrosis of the Jaw,C07.320.086
Bisphosphonate-Associated Osteonecrosis of the Jaw,C23.550.717.732.183
Atrophic Vaginitis,C12.050.351.500.894.906.316
Atrophic Vaginitis,C12.100.250.894.906.316
Chilaiditi Syndrome,C06.405.469.158.093
Petrositis,C01.160.495.750
Petrositis,C05.116.165.495.500
Petrositis,C09.218.705.663.841
Intra-Abdominal Hypertension,C05.651.180.297
Intra-Abdominal Hypertension,C14.907.303.297
Brachydactyly,C05.660.585.262
Brachydactyly,C16.131.621.585.262
Cerebral Small Vessel Diseases,C10.228.140.300.275
Cerebral Small Vessel Diseases,C14.907.253.329
Cardio-Renal Syndrome,C12.050.351.968.419.780.400
Cardio-Renal Syndrome,C12.200.777.419.780.400
Cardio-Renal Syndrome,C12.950.419.780.400
Cardio-Renal Syndrome,C14.280.434.156
Peripheral Nerve Injuries,C10.668.829.712
Peripheral Nerve Injuries,C10.900.575
Peripheral Nerve Injuries,C26.915.650
Chronic Pain,C23.888.592.612.274
Musculoskeletal Pain,C05.651.538
Musculoskeletal Pain,C23.888.592.612.547
"Asthma, Occupational",C08.127.108.495
"Asthma, Occupational",C08.674.095.495
"Asthma, Occupational",C20.543.480.680.095.495
"Asthma, Occupational",C24.102
Pott Puffy Tumor,C01.160.495.875
Pott Puffy Tumor,C05.116.165.495.750
Pott Puffy Tumor,C11.675.689
Mastodynia,C23.888.592.612.530
Pelvic Girdle Pain,C23.888.592.612.547.500
Pelvic Girdle Pain,C23.888.592.612.944.625
Breakthrough Pain,C23.888.592.612.191
Pinguecula,C11.187.631
"Stroke, Lacunar",C10.228.140.300.275.800
"Stroke, Lacunar",C10.228.140.300.775.400.750.500
"Stroke, Lacunar",C14.907.253.329.800
"Stroke, Lacunar",C14.907.253.855.400.750.500
"Stroke, Lacunar",C23.550.513.355.250.600
"Stroke, Lacunar",C23.550.717.489.250.600
Lower Urinary Tract Symptoms,C23.888.942.343
Intraabdominal Infections,C01.463
Anhedonia,C10.597.606.057
Anhedonia,C23.888.592.604.039
Heterotaxy Syndrome,C14.240.400.592
Heterotaxy Syndrome,C14.280.400.592
Heterotaxy Syndrome,C15.604.744.146
Heterotaxy Syndrome,C16.131.077.401
Heterotaxy Syndrome,C16.131.240.400.592
White Coat Hypertension,C14.907.489.907
Masked Hypertension,C14.907.489.861
Supraglottitis,C01.748.798
Supraglottitis,C08.360.840
Supraglottitis,C08.730.798
Supraglottitis,C09.400.840
"Paraneoplastic Syndromes, Ocular",C04.588.364.738
"Paraneoplastic Syndromes, Ocular",C04.730.900
"Paraneoplastic Syndromes, Ocular",C11.319.466
Polydipsia,C23.550.759
Polydipsia,C23.888.663
"Polydipsia, Psychogenic",C23.550.759.500
"Polydipsia, Psychogenic",C23.888.663.500
Laryngocele,C08.360.549
Laryngocele,C08.695.520
Laryngocele,C09.400.549
Laryngocele,C16.131.740.650
Aliivibrio Infections,C01.150.252.400.050
Abnormal Karyotype,C23.550.210.024
Acute Pain,C23.888.592.612.081
Kasabach-Merritt Syndrome,C04.557.645.375.617
Kasabach-Merritt Syndrome,C15.378.140.855.645
Kasabach-Merritt Syndrome,C15.378.243.937.645
"Endocarditis, Non-Infective",C14.280.282.703
Pelvic Floor Disorders,C12.050.351.625
Pelvic Floor Disorders,C12.050.703.565
Pelvic Floor Disorders,C12.200.483
Pelvic Floor Disorders,C12.400
Slipped Capital Femoral Epiphyses,C05.116.099.708.928
Slipped Capital Femoral Epiphyses,C05.116.425.500
"Angina, Stable",C14.280.647.187.362
"Angina, Stable",C14.907.585.187.362
"Angina, Stable",C23.888.592.612.233.500.575
Occupational Injuries,C26.716
Coinfection,C01.218
Lobomycosis,C01.150.703.302.475
Lobomycosis,C01.800.200.475
Lobomycosis,C17.800.838.208.475
Cerebral Phaeohyphomycosis,C01.150.703.302.383.375
Cerebral Phaeohyphomycosis,C01.800.200.383.375
Cerebral Phaeohyphomycosis,C17.800.838.208.416.375
Anti-N-Methyl-D-Aspartate Receptor Encephalitis,C04.588.614.550.112
Anti-N-Methyl-D-Aspartate Receptor Encephalitis,C04.730.856.112
Anti-N-Methyl-D-Aspartate Receptor Encephalitis,C10.228.140.430.124
Anti-N-Methyl-D-Aspartate Receptor Encephalitis,C10.574.781.249
Anti-N-Methyl-D-Aspartate Receptor Encephalitis,C10.586.250.124
Anti-N-Methyl-D-Aspartate Receptor Encephalitis,C20.111.258.124
Artificial Lens Implant Migration,C11.510.174
Artificial Lens Implant Migration,C26.392.500.249
Phaeohyphomycosis,C01.150.703.726
Disease Resistance,C23.550.291.671
Ophthalmoplegic Migraine,C10.228.140.546.399.750.725
Ophthalmoplegic Migraine,C10.292.562.750.375
Ophthalmoplegic Migraine,C10.292.675
Ophthalmoplegic Migraine,C10.314.687
Ophthalmoplegic Migraine,C10.597.622.447.600
Ophthalmoplegic Migraine,C11.590.472.375
Ophthalmoplegic Migraine,C23.888.592.636.447.600
Alternariosis,C01.150.703.302.383.125
Alternariosis,C01.800.200.383.125
Alternariosis,C17.800.838.208.416.125
Pudendal Neuralgia,C10.668.829.550.650
Pudendal Neuralgia,C10.668.829.600.737
Pudendal Neuralgia,C23.888.592.612.664.737
Fusariosis,C01.150.703.302.383.500
Fusariosis,C01.800.200.383.500
Fusariosis,C17.800.838.208.416.500
Trichosporonosis,C01.150.703.875
Trichosporonosis,C08.381.483.125.841
Trichosporonosis,C08.674.055.682
Trichosporonosis,C20.543.480.680.075.682
Hyalohyphomycosis,C01.150.703.302.383
Hyalohyphomycosis,C01.800.200.383
Hyalohyphomycosis,C17.800.838.208.416
Dyscalculia,C10.597.606.150.550.700.250
Dyscalculia,C23.888.592.604.150.550.700.250
Uterine Retroversion,C12.050.351.500.852.900
Uterine Retroversion,C12.100.250.852.900
Uterine Retroversion,C23.300.970.750
Reproductive Tract Infections,C01.730
Reproductive Tract Infections,C12.050.351.500.630
Reproductive Tract Infections,C12.100.250.630
Reproductive Tract Infections,C12.100.500.604
Reproductive Tract Infections,C12.200.294.604
Bone Anteversion,C05.116.214.500
Bone Anteversion,C23.300.970.249
Bone Retroversion,C05.116.214.750
Bone Retroversion,C23.300.970.374
Hand-Foot Syndrome,C17.800.174.600.587
Hand-Foot Syndrome,C25.100.468.380.587
Coxa Vara,C05.116.214.500.500
Coxa Vara,C23.300.970.249.500
Coxa Valga,C05.116.214.750.500
Coxa Valga,C05.116.327
Coxa Valga,C23.300.970.374.500
Agenesis of Corpus Callosum,C10.500.034
Agenesis of Corpus Callosum,C16.131.666.034
Agenesis of Corpus Callosum,C23.300.008
Vascular Calcification,C18.452.174.130.780
